Entity,Code,Date,Containment and Health Index (OxBSG)
Afghanistan,AFG,2020-01-01,0
Afghanistan,AFG,2020-01-02,0
Afghanistan,AFG,2020-01-03,0
Afghanistan,AFG,2020-01-04,0
Afghanistan,AFG,2020-01-05,0
Afghanistan,AFG,2020-01-06,0
Afghanistan,AFG,2020-01-07,0
Afghanistan,AFG,2020-01-08,0
Afghanistan,AFG,2020-01-09,0
Afghanistan,AFG,2020-01-10,0
Afghanistan,AFG,2020-01-11,0
Afghanistan,AFG,2020-01-12,0
Afghanistan,AFG,2020-01-13,0
Afghanistan,AFG,2020-01-14,0
Afghanistan,AFG,2020-01-15,0
Afghanistan,AFG,2020-01-16,0
Afghanistan,AFG,2020-01-17,0
Afghanistan,AFG,2020-01-18,0
Afghanistan,AFG,2020-01-19,0
Afghanistan,AFG,2020-01-20,0
Afghanistan,AFG,2020-01-21,0
Afghanistan,AFG,2020-01-22,0
Afghanistan,AFG,2020-01-23,0
Afghanistan,AFG,2020-01-24,0
Afghanistan,AFG,2020-01-25,0
Afghanistan,AFG,2020-01-26,0
Afghanistan,AFG,2020-01-27,0
Afghanistan,AFG,2020-01-28,0
Afghanistan,AFG,2020-01-29,0
Afghanistan,AFG,2020-01-30,0
Afghanistan,AFG,2020-01-31,0
Afghanistan,AFG,2020-02-01,0
Afghanistan,AFG,2020-02-02,0
Afghanistan,AFG,2020-02-03,0
Afghanistan,AFG,2020-02-04,0
Afghanistan,AFG,2020-02-05,0
Afghanistan,AFG,2020-02-06,0
Afghanistan,AFG,2020-02-07,0
Afghanistan,AFG,2020-02-08,0
Afghanistan,AFG,2020-02-09,0
Afghanistan,AFG,2020-02-10,0
Afghanistan,AFG,2020-02-11,0
Afghanistan,AFG,2020-02-12,0
Afghanistan,AFG,2020-02-13,0
Afghanistan,AFG,2020-02-14,0
Afghanistan,AFG,2020-02-15,0
Afghanistan,AFG,2020-02-16,0
Afghanistan,AFG,2020-02-17,0
Afghanistan,AFG,2020-02-18,0
Afghanistan,AFG,2020-02-19,0
Afghanistan,AFG,2020-02-20,0
Afghanistan,AFG,2020-02-21,0
Afghanistan,AFG,2020-02-22,0
Afghanistan,AFG,2020-02-23,9.85
Afghanistan,AFG,2020-02-24,14.39
Afghanistan,AFG,2020-02-25,14.39
Afghanistan,AFG,2020-02-26,14.39
Afghanistan,AFG,2020-02-27,14.39
Afghanistan,AFG,2020-02-28,14.39
Afghanistan,AFG,2020-02-29,14.39
Afghanistan,AFG,2020-03-01,30.3
Afghanistan,AFG,2020-03-02,30.3
Afghanistan,AFG,2020-03-03,30.3
Afghanistan,AFG,2020-03-04,30.3
Afghanistan,AFG,2020-03-05,30.3
Afghanistan,AFG,2020-03-06,30.3
Afghanistan,AFG,2020-03-07,30.3
Afghanistan,AFG,2020-03-08,30.3
Afghanistan,AFG,2020-03-09,30.3
Afghanistan,AFG,2020-03-10,30.3
Afghanistan,AFG,2020-03-11,30.3
Afghanistan,AFG,2020-03-12,30.3
Afghanistan,AFG,2020-03-13,30.3
Afghanistan,AFG,2020-03-14,39.39
Afghanistan,AFG,2020-03-15,39.39
Afghanistan,AFG,2020-03-16,39.39
Afghanistan,AFG,2020-03-17,39.39
Afghanistan,AFG,2020-03-18,41.67
Afghanistan,AFG,2020-03-19,41.67
Afghanistan,AFG,2020-03-20,41.67
Afghanistan,AFG,2020-03-21,41.67
Afghanistan,AFG,2020-03-22,41.67
Afghanistan,AFG,2020-03-23,41.67
Afghanistan,AFG,2020-03-24,49.24
Afghanistan,AFG,2020-03-25,56.06
Afghanistan,AFG,2020-03-26,56.06
Afghanistan,AFG,2020-03-27,56.06
Afghanistan,AFG,2020-03-28,62.88
Afghanistan,AFG,2020-03-29,62.88
Afghanistan,AFG,2020-03-30,62.88
Afghanistan,AFG,2020-03-31,62.88
Afghanistan,AFG,2020-04-01,62.88
Afghanistan,AFG,2020-04-02,62.88
Afghanistan,AFG,2020-04-03,62.88
Afghanistan,AFG,2020-04-04,62.88
Afghanistan,AFG,2020-04-05,71.97
Afghanistan,AFG,2020-04-06,71.97
Afghanistan,AFG,2020-04-07,71.97
Afghanistan,AFG,2020-04-08,71.97
Afghanistan,AFG,2020-04-09,71.97
Afghanistan,AFG,2020-04-10,71.97
Afghanistan,AFG,2020-04-11,71.97
Afghanistan,AFG,2020-04-12,76.52
Afghanistan,AFG,2020-04-13,76.52
Afghanistan,AFG,2020-04-14,76.52
Afghanistan,AFG,2020-04-15,76.52
Afghanistan,AFG,2020-04-16,76.52
Afghanistan,AFG,2020-04-17,76.52
Afghanistan,AFG,2020-04-18,76.52
Afghanistan,AFG,2020-04-19,76.52
Afghanistan,AFG,2020-04-20,76.52
Afghanistan,AFG,2020-04-21,76.52
Afghanistan,AFG,2020-04-22,76.52
Afghanistan,AFG,2020-04-23,76.52
Afghanistan,AFG,2020-04-24,76.52
Afghanistan,AFG,2020-04-25,76.52
Afghanistan,AFG,2020-04-26,76.52
Afghanistan,AFG,2020-04-27,76.52
Afghanistan,AFG,2020-04-28,76.52
Afghanistan,AFG,2020-04-29,76.52
Afghanistan,AFG,2020-04-30,76.52
Afghanistan,AFG,2020-05-01,76.52
Afghanistan,AFG,2020-05-02,76.52
Afghanistan,AFG,2020-05-03,76.52
Afghanistan,AFG,2020-05-04,76.52
Afghanistan,AFG,2020-05-05,76.52
Afghanistan,AFG,2020-05-06,76.52
Afghanistan,AFG,2020-05-07,76.52
Afghanistan,AFG,2020-05-08,76.52
Afghanistan,AFG,2020-05-09,76.52
Afghanistan,AFG,2020-05-10,76.52
Afghanistan,AFG,2020-05-11,76.52
Afghanistan,AFG,2020-05-12,76.52
Afghanistan,AFG,2020-05-13,76.52
Afghanistan,AFG,2020-05-14,76.52
Afghanistan,AFG,2020-05-15,76.52
Afghanistan,AFG,2020-05-16,76.52
Afghanistan,AFG,2020-05-17,76.52
Afghanistan,AFG,2020-05-18,76.52
Afghanistan,AFG,2020-05-19,76.52
Afghanistan,AFG,2020-05-20,76.52
Afghanistan,AFG,2020-05-21,76.52
Afghanistan,AFG,2020-05-22,76.52
Afghanistan,AFG,2020-05-23,76.52
Afghanistan,AFG,2020-05-24,76.52
Afghanistan,AFG,2020-05-25,76.52
Afghanistan,AFG,2020-05-26,76.52
Afghanistan,AFG,2020-05-27,76.52
Afghanistan,AFG,2020-05-28,76.52
Afghanistan,AFG,2020-05-29,76.52
Afghanistan,AFG,2020-05-30,76.52
Afghanistan,AFG,2020-05-31,76.52
Afghanistan,AFG,2020-06-01,76.52
Afghanistan,AFG,2020-06-02,76.52
Afghanistan,AFG,2020-06-03,76.52
Afghanistan,AFG,2020-06-04,76.52
Afghanistan,AFG,2020-06-05,76.52
Afghanistan,AFG,2020-06-06,76.52
Afghanistan,AFG,2020-06-07,76.52
Afghanistan,AFG,2020-06-08,76.52
Afghanistan,AFG,2020-06-09,71.97
Afghanistan,AFG,2020-06-10,71.97
Afghanistan,AFG,2020-06-11,71.97
Afghanistan,AFG,2020-06-12,71.97
Afghanistan,AFG,2020-06-13,71.97
Afghanistan,AFG,2020-06-14,71.97
Afghanistan,AFG,2020-06-15,71.97
Afghanistan,AFG,2020-06-16,71.97
Afghanistan,AFG,2020-06-17,71.97
Afghanistan,AFG,2020-06-18,71.97
Afghanistan,AFG,2020-06-19,71.97
Afghanistan,AFG,2020-06-20,71.97
Afghanistan,AFG,2020-06-21,71.97
Afghanistan,AFG,2020-06-22,71.97
Afghanistan,AFG,2020-06-23,71.97
Afghanistan,AFG,2020-06-24,71.97
Afghanistan,AFG,2020-06-25,71.97
Afghanistan,AFG,2020-06-26,71.97
Afghanistan,AFG,2020-06-27,71.97
Afghanistan,AFG,2020-06-28,71.97
Afghanistan,AFG,2020-06-29,71.97
Afghanistan,AFG,2020-06-30,71.97
Afghanistan,AFG,2020-07-01,71.97
Afghanistan,AFG,2020-07-02,71.97
Afghanistan,AFG,2020-07-03,71.97
Afghanistan,AFG,2020-07-04,71.97
Afghanistan,AFG,2020-07-05,71.97
Afghanistan,AFG,2020-07-06,71.97
Afghanistan,AFG,2020-07-07,71.97
Afghanistan,AFG,2020-07-08,71.97
Afghanistan,AFG,2020-07-09,71.97
Afghanistan,AFG,2020-07-10,71.97
Afghanistan,AFG,2020-07-11,71.97
Afghanistan,AFG,2020-07-12,71.97
Afghanistan,AFG,2020-07-13,71.97
Afghanistan,AFG,2020-07-14,71.97
Afghanistan,AFG,2020-07-15,71.97
Afghanistan,AFG,2020-07-16,71.97
Afghanistan,AFG,2020-07-17,71.97
Afghanistan,AFG,2020-07-18,71.97
Afghanistan,AFG,2020-07-19,71.97
Afghanistan,AFG,2020-07-20,71.97
Afghanistan,AFG,2020-07-21,71.97
Afghanistan,AFG,2020-07-22,71.97
Afghanistan,AFG,2020-07-23,71.97
Afghanistan,AFG,2020-07-24,71.97
Afghanistan,AFG,2020-07-25,71.97
Afghanistan,AFG,2020-07-26,71.97
Afghanistan,AFG,2020-07-27,71.97
Afghanistan,AFG,2020-07-28,71.97
Afghanistan,AFG,2020-07-29,71.97
Afghanistan,AFG,2020-07-30,71.97
Afghanistan,AFG,2020-07-31,71.97
Afghanistan,AFG,2020-08-01,71.97
Afghanistan,AFG,2020-08-02,71.97
Afghanistan,AFG,2020-08-03,71.97
Afghanistan,AFG,2020-08-04,68.94
Afghanistan,AFG,2020-08-05,65.91
Afghanistan,AFG,2020-08-06,65.91
Afghanistan,AFG,2020-08-07,65.91
Afghanistan,AFG,2020-08-08,65.91
Afghanistan,AFG,2020-08-09,65.91
Afghanistan,AFG,2020-08-10,65.91
Afghanistan,AFG,2020-08-11,65.91
Afghanistan,AFG,2020-08-12,65.91
Afghanistan,AFG,2020-08-13,65.91
Afghanistan,AFG,2020-08-14,65.91
Afghanistan,AFG,2020-08-15,56.82
Afghanistan,AFG,2020-08-16,56.82
Afghanistan,AFG,2020-08-17,56.82
Afghanistan,AFG,2020-08-18,57.58
Afghanistan,AFG,2020-08-19,57.58
Afghanistan,AFG,2020-08-20,57.58
Afghanistan,AFG,2020-08-21,57.58
Afghanistan,AFG,2020-08-22,57.58
Afghanistan,AFG,2020-08-23,57.58
Afghanistan,AFG,2020-08-24,57.58
Afghanistan,AFG,2020-08-25,57.58
Afghanistan,AFG,2020-08-26,35.61
Afghanistan,AFG,2020-08-27,35.61
Afghanistan,AFG,2020-08-28,35.61
Afghanistan,AFG,2020-08-29,35.61
Afghanistan,AFG,2020-08-30,35.61
Afghanistan,AFG,2020-08-31,35.61
Afghanistan,AFG,2020-09-01,35.61
Afghanistan,AFG,2020-09-02,35.61
Afghanistan,AFG,2020-09-03,35.61
Afghanistan,AFG,2020-09-04,35.61
Afghanistan,AFG,2020-09-05,31.06
Afghanistan,AFG,2020-09-06,31.06
Afghanistan,AFG,2020-09-07,31.06
Afghanistan,AFG,2020-09-08,31.06
Afghanistan,AFG,2020-09-09,31.06
Afghanistan,AFG,2020-09-10,31.06
Afghanistan,AFG,2020-09-11,31.06
Afghanistan,AFG,2020-09-12,31.06
Afghanistan,AFG,2020-09-13,31.06
Afghanistan,AFG,2020-09-14,31.06
Afghanistan,AFG,2020-09-15,31.06
Afghanistan,AFG,2020-09-16,31.06
Afghanistan,AFG,2020-09-17,31.06
Afghanistan,AFG,2020-09-18,31.06
Afghanistan,AFG,2020-09-19,31.06
Afghanistan,AFG,2020-09-20,31.06
Afghanistan,AFG,2020-09-21,31.06
Afghanistan,AFG,2020-09-22,37.12
Afghanistan,AFG,2020-09-23,37.12
Afghanistan,AFG,2020-09-24,37.12
Afghanistan,AFG,2020-09-25,37.12
Afghanistan,AFG,2020-09-26,37.12
Afghanistan,AFG,2020-09-27,37.12
Afghanistan,AFG,2020-09-28,37.12
Afghanistan,AFG,2020-09-29,37.12
Afghanistan,AFG,2020-09-30,37.12
Afghanistan,AFG,2020-10-01,37.12
Afghanistan,AFG,2020-10-02,37.12
Afghanistan,AFG,2020-10-03,34.09
Afghanistan,AFG,2020-10-04,34.09
Afghanistan,AFG,2020-10-05,34.09
Albania,ALB,2020-01-01,0
Albania,ALB,2020-01-02,0
Albania,ALB,2020-01-03,0
Albania,ALB,2020-01-04,0
Albania,ALB,2020-01-05,0
Albania,ALB,2020-01-06,0
Albania,ALB,2020-01-07,0
Albania,ALB,2020-01-08,0
Albania,ALB,2020-01-09,0
Albania,ALB,2020-01-10,0
Albania,ALB,2020-01-11,0
Albania,ALB,2020-01-12,0
Albania,ALB,2020-01-13,0
Albania,ALB,2020-01-14,0
Albania,ALB,2020-01-15,0
Albania,ALB,2020-01-16,0
Albania,ALB,2020-01-17,0
Albania,ALB,2020-01-18,0
Albania,ALB,2020-01-19,0
Albania,ALB,2020-01-20,0
Albania,ALB,2020-01-21,0
Albania,ALB,2020-01-22,0
Albania,ALB,2020-01-23,0
Albania,ALB,2020-01-24,0
Albania,ALB,2020-01-25,0
Albania,ALB,2020-01-26,0
Albania,ALB,2020-01-27,0
Albania,ALB,2020-01-28,0
Albania,ALB,2020-01-29,0
Albania,ALB,2020-01-30,0
Albania,ALB,2020-01-31,0
Albania,ALB,2020-02-01,0
Albania,ALB,2020-02-02,0
Albania,ALB,2020-02-03,0
Albania,ALB,2020-02-04,0
Albania,ALB,2020-02-05,0
Albania,ALB,2020-02-06,0
Albania,ALB,2020-02-07,0
Albania,ALB,2020-02-08,0
Albania,ALB,2020-02-09,0
Albania,ALB,2020-02-10,0
Albania,ALB,2020-02-11,0
Albania,ALB,2020-02-12,0
Albania,ALB,2020-02-13,0
Albania,ALB,2020-02-14,4.55
Albania,ALB,2020-02-15,4.55
Albania,ALB,2020-02-16,4.55
Albania,ALB,2020-02-17,4.55
Albania,ALB,2020-02-18,4.55
Albania,ALB,2020-02-19,4.55
Albania,ALB,2020-02-20,4.55
Albania,ALB,2020-02-21,4.55
Albania,ALB,2020-02-22,4.55
Albania,ALB,2020-02-23,4.55
Albania,ALB,2020-02-24,4.55
Albania,ALB,2020-02-25,6.82
Albania,ALB,2020-02-26,6.82
Albania,ALB,2020-02-27,6.82
Albania,ALB,2020-02-28,6.82
Albania,ALB,2020-02-29,6.82
Albania,ALB,2020-03-01,6.82
Albania,ALB,2020-03-02,6.82
Albania,ALB,2020-03-03,6.82
Albania,ALB,2020-03-04,6.82
Albania,ALB,2020-03-05,6.82
Albania,ALB,2020-03-06,6.82
Albania,ALB,2020-03-07,6.82
Albania,ALB,2020-03-08,14.39
Albania,ALB,2020-03-09,37.12
Albania,ALB,2020-03-10,41.67
Albania,ALB,2020-03-11,50
Albania,ALB,2020-03-12,50
Albania,ALB,2020-03-13,71.97
Albania,ALB,2020-03-14,71.97
Albania,ALB,2020-03-15,74.24
Albania,ALB,2020-03-16,74.24
Albania,ALB,2020-03-17,74.24
Albania,ALB,2020-03-18,74.24
Albania,ALB,2020-03-19,74.24
Albania,ALB,2020-03-20,74.24
Albania,ALB,2020-03-21,74.24
Albania,ALB,2020-03-22,74.24
Albania,ALB,2020-03-23,76.52
Albania,ALB,2020-03-24,76.52
Albania,ALB,2020-03-25,76.52
Albania,ALB,2020-03-26,76.52
Albania,ALB,2020-03-27,76.52
Albania,ALB,2020-03-28,76.52
Albania,ALB,2020-03-29,76.52
Albania,ALB,2020-03-30,76.52
Albania,ALB,2020-03-31,76.52
Albania,ALB,2020-04-01,76.52
Albania,ALB,2020-04-02,76.52
Albania,ALB,2020-04-03,76.52
Albania,ALB,2020-04-04,76.52
Albania,ALB,2020-04-05,76.52
Albania,ALB,2020-04-06,76.52
Albania,ALB,2020-04-07,76.52
Albania,ALB,2020-04-08,76.52
Albania,ALB,2020-04-09,76.52
Albania,ALB,2020-04-10,76.52
Albania,ALB,2020-04-11,76.52
Albania,ALB,2020-04-12,76.52
Albania,ALB,2020-04-13,76.52
Albania,ALB,2020-04-14,76.52
Albania,ALB,2020-04-15,76.52
Albania,ALB,2020-04-16,76.52
Albania,ALB,2020-04-17,76.52
Albania,ALB,2020-04-18,81.06
Albania,ALB,2020-04-19,81.06
Albania,ALB,2020-04-20,81.06
Albania,ALB,2020-04-21,84.09
Albania,ALB,2020-04-22,84.09
Albania,ALB,2020-04-23,84.09
Albania,ALB,2020-04-24,84.09
Albania,ALB,2020-04-25,84.09
Albania,ALB,2020-04-26,84.09
Albania,ALB,2020-04-27,84.09
Albania,ALB,2020-04-28,84.09
Albania,ALB,2020-04-29,84.09
Albania,ALB,2020-04-30,84.09
Albania,ALB,2020-05-01,84.09
Albania,ALB,2020-05-02,84.09
Albania,ALB,2020-05-03,84.09
Albania,ALB,2020-05-04,84.09
Albania,ALB,2020-05-05,84.09
Albania,ALB,2020-05-06,84.09
Albania,ALB,2020-05-07,84.09
Albania,ALB,2020-05-08,84.09
Albania,ALB,2020-05-09,84.09
Albania,ALB,2020-05-10,84.09
Albania,ALB,2020-05-11,84.09
Albania,ALB,2020-05-12,84.09
Albania,ALB,2020-05-13,84.09
Albania,ALB,2020-05-14,84.09
Albania,ALB,2020-05-15,84.09
Albania,ALB,2020-05-16,84.09
Albania,ALB,2020-05-17,84.09
Albania,ALB,2020-05-18,78.79
Albania,ALB,2020-05-19,78.79
Albania,ALB,2020-05-20,78.79
Albania,ALB,2020-05-21,78.79
Albania,ALB,2020-05-22,78.79
Albania,ALB,2020-05-23,78.79
Albania,ALB,2020-05-24,78.79
Albania,ALB,2020-05-25,78.79
Albania,ALB,2020-05-26,82.58
Albania,ALB,2020-05-27,82.58
Albania,ALB,2020-05-28,82.58
Albania,ALB,2020-05-29,82.58
Albania,ALB,2020-05-30,82.58
Albania,ALB,2020-05-31,82.58
Albania,ALB,2020-06-01,67.42
Albania,ALB,2020-06-02,67.42
Albania,ALB,2020-06-03,67.42
Albania,ALB,2020-06-04,67.42
Albania,ALB,2020-06-05,67.42
Albania,ALB,2020-06-06,67.42
Albania,ALB,2020-06-07,67.42
Albania,ALB,2020-06-08,67.42
Albania,ALB,2020-06-09,67.42
Albania,ALB,2020-06-10,67.42
Albania,ALB,2020-06-11,67.42
Albania,ALB,2020-06-12,67.42
Albania,ALB,2020-06-13,67.42
Albania,ALB,2020-06-14,67.42
Albania,ALB,2020-06-15,67.42
Albania,ALB,2020-06-16,67.42
Albania,ALB,2020-06-17,67.42
Albania,ALB,2020-06-18,67.42
Albania,ALB,2020-06-19,67.42
Albania,ALB,2020-06-20,67.42
Albania,ALB,2020-06-21,67.42
Albania,ALB,2020-06-22,65.15
Albania,ALB,2020-06-23,65.15
Albania,ALB,2020-06-24,65.15
Albania,ALB,2020-06-25,65.15
Albania,ALB,2020-06-26,56.06
Albania,ALB,2020-06-27,65.15
Albania,ALB,2020-06-28,65.15
Albania,ALB,2020-06-29,65.15
Albania,ALB,2020-06-30,65.15
Albania,ALB,2020-07-01,65.15
Albania,ALB,2020-07-02,65.15
Albania,ALB,2020-07-03,65.15
Albania,ALB,2020-07-04,65.15
Albania,ALB,2020-07-05,65.15
Albania,ALB,2020-07-06,60.61
Albania,ALB,2020-07-07,60.61
Albania,ALB,2020-07-08,60.61
Albania,ALB,2020-07-09,60.61
Albania,ALB,2020-07-10,60.61
Albania,ALB,2020-07-11,60.61
Albania,ALB,2020-07-12,60.61
Albania,ALB,2020-07-13,60.61
Albania,ALB,2020-07-14,60.61
Albania,ALB,2020-07-15,60.61
Albania,ALB,2020-07-16,60.61
Albania,ALB,2020-07-17,60.61
Albania,ALB,2020-07-18,60.61
Albania,ALB,2020-07-19,60.61
Albania,ALB,2020-07-20,60.61
Albania,ALB,2020-07-21,60.61
Albania,ALB,2020-07-22,60.61
Albania,ALB,2020-07-23,60.61
Albania,ALB,2020-07-24,60.61
Albania,ALB,2020-07-25,60.61
Albania,ALB,2020-07-26,60.61
Albania,ALB,2020-07-27,60.61
Albania,ALB,2020-07-28,60.61
Albania,ALB,2020-07-29,60.61
Albania,ALB,2020-07-30,60.61
Albania,ALB,2020-07-31,60.61
Albania,ALB,2020-08-01,60.61
Albania,ALB,2020-08-02,60.61
Albania,ALB,2020-08-03,60.61
Albania,ALB,2020-08-04,60.61
Albania,ALB,2020-08-05,60.61
Albania,ALB,2020-08-06,60.61
Albania,ALB,2020-08-07,56.06
Albania,ALB,2020-08-08,56.06
Albania,ALB,2020-08-09,56.06
Albania,ALB,2020-08-10,56.06
Albania,ALB,2020-08-11,56.06
Albania,ALB,2020-08-12,56.06
Albania,ALB,2020-08-13,56.06
Albania,ALB,2020-08-14,56.06
Albania,ALB,2020-08-15,56.06
Albania,ALB,2020-08-16,56.06
Albania,ALB,2020-08-17,56.06
Albania,ALB,2020-08-18,56.06
Albania,ALB,2020-08-19,56.06
Albania,ALB,2020-08-20,56.06
Albania,ALB,2020-08-21,56.06
Albania,ALB,2020-08-22,56.06
Albania,ALB,2020-08-23,56.06
Albania,ALB,2020-08-24,56.06
Albania,ALB,2020-08-25,56.06
Albania,ALB,2020-08-26,56.06
Albania,ALB,2020-08-27,56.06
Albania,ALB,2020-08-28,56.82
Albania,ALB,2020-08-29,56.82
Albania,ALB,2020-08-30,56.82
Albania,ALB,2020-08-31,56.82
Albania,ALB,2020-09-01,56.82
Albania,ALB,2020-09-02,56.82
Albania,ALB,2020-09-03,56.82
Albania,ALB,2020-09-04,56.82
Albania,ALB,2020-09-05,56.82
Albania,ALB,2020-09-06,56.82
Albania,ALB,2020-09-07,59.85
Albania,ALB,2020-09-08,59.85
Albania,ALB,2020-09-09,59.85
Albania,ALB,2020-09-10,59.85
Albania,ALB,2020-09-11,59.85
Albania,ALB,2020-09-12,59.85
Albania,ALB,2020-09-13,59.85
Albania,ALB,2020-09-14,50.76
Albania,ALB,2020-09-15,50.76
Albania,ALB,2020-09-16,50.76
Albania,ALB,2020-09-17,50.76
Albania,ALB,2020-09-18,50.76
Albania,ALB,2020-09-19,50.76
Albania,ALB,2020-09-20,50.76
Albania,ALB,2020-09-21,50.76
Albania,ALB,2020-09-22,50.76
Albania,ALB,2020-09-23,50.76
Albania,ALB,2020-09-24,50.76
Albania,ALB,2020-09-25,50.76
Albania,ALB,2020-09-26,50.76
Albania,ALB,2020-09-27,50.76
Albania,ALB,2020-09-28,50.76
Albania,ALB,2020-09-29,50.76
Albania,ALB,2020-09-30,50.76
Albania,ALB,2020-10-01,50.76
Albania,ALB,2020-10-02,50.76
Albania,ALB,2020-10-03,50.76
Albania,ALB,2020-10-04,50.76
Albania,ALB,2020-10-05,50.76
Algeria,DZA,2020-01-01,0
Algeria,DZA,2020-01-02,0
Algeria,DZA,2020-01-03,0
Algeria,DZA,2020-01-04,0
Algeria,DZA,2020-01-05,0
Algeria,DZA,2020-01-06,0
Algeria,DZA,2020-01-07,0
Algeria,DZA,2020-01-08,0
Algeria,DZA,2020-01-09,0
Algeria,DZA,2020-01-10,0
Algeria,DZA,2020-01-11,0
Algeria,DZA,2020-01-12,0
Algeria,DZA,2020-01-13,0
Algeria,DZA,2020-01-14,0
Algeria,DZA,2020-01-15,0
Algeria,DZA,2020-01-16,0
Algeria,DZA,2020-01-17,0
Algeria,DZA,2020-01-18,0
Algeria,DZA,2020-01-19,0
Algeria,DZA,2020-01-20,0
Algeria,DZA,2020-01-21,0
Algeria,DZA,2020-01-22,0
Algeria,DZA,2020-01-23,0
Algeria,DZA,2020-01-24,0
Algeria,DZA,2020-01-25,0
Algeria,DZA,2020-01-26,0
Algeria,DZA,2020-01-27,0
Algeria,DZA,2020-01-28,0
Algeria,DZA,2020-01-29,0
Algeria,DZA,2020-01-30,0
Algeria,DZA,2020-01-31,0
Algeria,DZA,2020-02-01,0
Algeria,DZA,2020-02-02,0
Algeria,DZA,2020-02-03,0
Algeria,DZA,2020-02-04,0
Algeria,DZA,2020-02-05,0
Algeria,DZA,2020-02-06,0
Algeria,DZA,2020-02-07,0
Algeria,DZA,2020-02-08,0
Algeria,DZA,2020-02-09,0
Algeria,DZA,2020-02-10,0
Algeria,DZA,2020-02-11,0
Algeria,DZA,2020-02-12,0
Algeria,DZA,2020-02-13,0
Algeria,DZA,2020-02-14,0
Algeria,DZA,2020-02-15,0
Algeria,DZA,2020-02-16,0
Algeria,DZA,2020-02-17,0
Algeria,DZA,2020-02-18,0
Algeria,DZA,2020-02-19,0
Algeria,DZA,2020-02-20,0
Algeria,DZA,2020-02-21,0
Algeria,DZA,2020-02-22,0
Algeria,DZA,2020-02-23,0
Algeria,DZA,2020-02-24,0
Algeria,DZA,2020-02-25,0
Algeria,DZA,2020-02-26,0
Algeria,DZA,2020-02-27,0
Algeria,DZA,2020-02-28,0
Algeria,DZA,2020-02-29,0
Algeria,DZA,2020-03-01,0
Algeria,DZA,2020-03-02,0
Algeria,DZA,2020-03-03,0
Algeria,DZA,2020-03-04,0
Algeria,DZA,2020-03-05,4.55
Algeria,DZA,2020-03-06,4.55
Algeria,DZA,2020-03-07,4.55
Algeria,DZA,2020-03-08,4.55
Algeria,DZA,2020-03-09,4.55
Algeria,DZA,2020-03-10,13.64
Algeria,DZA,2020-03-11,13.64
Algeria,DZA,2020-03-12,25
Algeria,DZA,2020-03-13,25
Algeria,DZA,2020-03-14,29.55
Algeria,DZA,2020-03-15,29.55
Algeria,DZA,2020-03-16,29.55
Algeria,DZA,2020-03-17,31.82
Algeria,DZA,2020-03-18,31.82
Algeria,DZA,2020-03-19,31.82
Algeria,DZA,2020-03-20,31.82
Algeria,DZA,2020-03-21,31.82
Algeria,DZA,2020-03-22,34.85
Algeria,DZA,2020-03-23,64.39
Algeria,DZA,2020-03-24,64.39
Algeria,DZA,2020-03-25,64.39
Algeria,DZA,2020-03-26,64.39
Algeria,DZA,2020-03-27,64.39
Algeria,DZA,2020-03-28,64.39
Algeria,DZA,2020-03-29,64.39
Algeria,DZA,2020-03-30,73.86
Algeria,DZA,2020-03-31,73.86
Algeria,DZA,2020-04-01,73.86
Algeria,DZA,2020-04-02,73.86
Algeria,DZA,2020-04-03,73.86
Algeria,DZA,2020-04-04,73.86
Algeria,DZA,2020-04-05,73.86
Algeria,DZA,2020-04-06,73.86
Algeria,DZA,2020-04-07,73.86
Algeria,DZA,2020-04-08,73.86
Algeria,DZA,2020-04-09,73.86
Algeria,DZA,2020-04-10,73.86
Algeria,DZA,2020-04-11,73.86
Algeria,DZA,2020-04-12,73.86
Algeria,DZA,2020-04-13,73.86
Algeria,DZA,2020-04-14,78.41
Algeria,DZA,2020-04-15,78.41
Algeria,DZA,2020-04-16,78.41
Algeria,DZA,2020-04-17,78.41
Algeria,DZA,2020-04-18,78.41
Algeria,DZA,2020-04-19,78.41
Algeria,DZA,2020-04-20,78.41
Algeria,DZA,2020-04-21,78.41
Algeria,DZA,2020-04-22,78.41
Algeria,DZA,2020-04-23,78.41
Algeria,DZA,2020-04-24,65.91
Algeria,DZA,2020-04-25,65.91
Algeria,DZA,2020-04-26,65.91
Algeria,DZA,2020-04-27,65.91
Algeria,DZA,2020-04-28,65.91
Algeria,DZA,2020-04-29,65.91
Algeria,DZA,2020-04-30,65.91
Algeria,DZA,2020-05-01,65.91
Algeria,DZA,2020-05-02,65.91
Algeria,DZA,2020-05-03,65.91
Algeria,DZA,2020-05-04,65.91
Algeria,DZA,2020-05-05,65.91
Algeria,DZA,2020-05-06,65.91
Algeria,DZA,2020-05-07,65.91
Algeria,DZA,2020-05-08,65.91
Algeria,DZA,2020-05-09,65.91
Algeria,DZA,2020-05-10,65.91
Algeria,DZA,2020-05-11,65.91
Algeria,DZA,2020-05-12,75
Algeria,DZA,2020-05-13,75
Algeria,DZA,2020-05-14,65.91
Algeria,DZA,2020-05-15,65.91
Algeria,DZA,2020-05-16,65.91
Algeria,DZA,2020-05-17,65.91
Algeria,DZA,2020-05-18,65.91
Algeria,DZA,2020-05-19,65.91
Algeria,DZA,2020-05-20,65.91
Algeria,DZA,2020-05-21,65.91
Algeria,DZA,2020-05-22,65.91
